segment_id,asset_name,target_asset_es,line_id,speaker_locked,translation_ru
dialogue:ToP_TutorialGameModes (en-US):line:070a845,ToP_TutorialGameModes (en-US),NEW_es_ToP_TutorialGameModes,line:070a845,Coach,"В разных частях арены есть головоломки, которые дают кристаллы. Их можно ставить на поле для «Крестиков-ноликов»."
dialogue:ToP_TutorialGameModes (en-US):line:09e4807,ToP_TutorialGameModes (en-US),NEW_es_ToP_TutorialGameModes,line:09e4807,Coach,Соедини три в ряд раньше соперника — и победа твоя!
dialogue:ToP_TutorialGameModes (en-US):line:08320d2,ToP_TutorialGameModes (en-US),NEW_es_ToP_TutorialGameModes,line:08320d2,Coach,"Но будь умнее: у тебя в руках может быть только один кристалл за раз. Так что ставь его на место, прежде чем лезть за следующим!"
dialogue:ToP_TutorialGameModes (en-US):line:0adcb3f,ToP_TutorialGameModes (en-US),NEW_es_ToP_TutorialGameModes,line:0adcb3f,Coach,"Ничьих на арене не бывает. Если поле заполнится, побеждает тот, кто поставил больше кристаллов."
dialogue:ToP_TutorialGameModes (en-US):line:05615c5,ToP_TutorialGameModes (en-US),NEW_es_ToP_TutorialGameModes,line:05615c5,Coach,"И наконец, не менее важный режим — «Охота за сокровищами»!"
dialogue:ToP_TutorialGameModes (en-US):line:021a57f,ToP_TutorialGameModes (en-US),NEW_es_ToP_TutorialGameModes,line:021a57f,Coach,"Я спрятал маленькие кубки по всей арене. Кто из мастеров головоломок первым соберёт большинство из них, тот и выиграет матч!"
dialogue:ToP_TutorialGameModes (en-US):line:0bee268,ToP_TutorialGameModes (en-US),NEW_es_ToP_TutorialGameModes,line:0bee268,Coach,"Но не зазнавайся! Всё равно придётся догадываться, как попасть в каждую комнату, — а для этого нужно хорошенько пораскинуть мозгами."
dialogue:ToP_TutorialGameModes (en-US):line:0d06069,ToP_TutorialGameModes (en-US),NEW_es_ToP_TutorialGameModes,line:0d06069,Coach,"О, и кстати, если у тебя нет напарника, ты всё равно можешь тренироваться в «Гонке побегов» в одиночку!"
dialogue:ToP_TutorialGameModes (en-US):line:0896553,ToP_TutorialGameModes (en-US),NEW_es_ToP_TutorialGameModes,line:0896553,Coach,"Так что если хочешь стать таким же виртуозом, как старый Йоач... это будет хорошей идеей."
dialogue:ToP_TutorialGameModes (en-US):line:002dfd5,ToP_TutorialGameModes (en-US),NEW_es_ToP_TutorialGameModes,line:002dfd5,Coach,"И, пожалуй, на этом всё! Что ещё ты хочешь узнать?"
dialogue:ToP_TutorialPowerUps (en-US):line:01dfa9b,ToP_TutorialPowerUps (en-US),NEW_es_ToP_TutorialPowerUps,line:01dfa9b,Coach,"Бонусы привлекли твоё внимание, да? Как раз моя любимая часть турнира!"
dialogue:ToP_TutorialPowerUps (en-US):line:0975ea6,ToP_TutorialPowerUps (en-US),NEW_es_ToP_TutorialPowerUps,line:0975ea6,Coach,"По всему уровню разбросаны фиолетовые ящики с бонусами. Внутри разные предметы, которые могут дать тебе преимущество в соревновании."
dialogue:ToP_TutorialPowerUps (en-US):line:03be945,ToP_TutorialPowerUps (en-US),NEW_es_ToP_TutorialPowerUps,line:03be945,Coach,"Чтобы получить их, нужно дернуть рычаг и запустить обратный отсчёт..."
dialogue:ToP_TutorialPowerUps (en-US):line:0a7869b,ToP_TutorialPowerUps (en-US),NEW_es_ToP_TutorialPowerUps,line:0a7869b,Coach,...а когда дойдёт до нуля — ДИНГ! — новый бонус будет готов к использованию!
dialogue:ToP_TutorialPowerUps (en-US):line:0b26728,ToP_TutorialPowerUps (en-US),NEW_es_ToP_TutorialPowerUps,line:0b26728,Coach,Сами бонусы бывают разных видов.
dialogue:ToP_TutorialPowerUps (en-US):line:027a702,ToP_TutorialPowerUps (en-US),NEW_es_ToP_TutorialPowerUps,line:027a702,Coach,"Начнём с самого мощного — Мастер-ключа. Он подходит к любой двери, с которой ты столкнёшься!"
dialogue:ToP_TutorialPowerUps (en-US):line:0791986,ToP_TutorialPowerUps (en-US),NEW_es_ToP_TutorialPowerUps,line:0791986,Coach,Есть ещё беговые кроссовки! Зашнуруй их и почувствуй взрыв скорости!
dialogue:ToP_TutorialPowerUps (en-US):line:0216274,ToP_TutorialPowerUps (en-US),NEW_es_ToP_TutorialPowerUps,line:0216274,Coach,"Совет: эффект длится недолго, так что трать этот рывок с умом."
dialogue:ToP_TutorialPowerUps (en-US):line:0663c22,ToP_TutorialPowerUps (en-US),NEW_es_ToP_TutorialPowerUps,line:0663c22,Coach,"А если любишь пошалить, тебе понравятся маска лошади, пистолет с клеем и шляпа унижения."
dialogue:ToP_TutorialPowerUps (en-US):line:0a03fef,ToP_TutorialPowerUps (en-US),NEW_es_ToP_TutorialPowerUps,line:0a03fef,Coach,"Подкинь одно из этих противнику и смотри, как он будет суетиться. Бам!"
dialogue:ToP_TutorialPowerUps (en-US):line:060f1b7,ToP_TutorialPowerUps (en-US),NEW_es_ToP_TutorialPowerUps,line:060f1b7,Coach,"Если освоишь искусство бонусов, станешь лучшим мастером головоломок, которого видел этот турнир!"
dialogue:ToP_TutorialPowerUps (en-US):line:03744b4,ToP_TutorialPowerUps (en-US),NEW_es_ToP_TutorialPowerUps,line:03744b4,Coach,Что ещё старый Йоач может тебе рассказать сегодня?
dialogue:ToP_TutorialTourny (en-US):line:07341c0,ToP_TutorialTourny (en-US),NEW_es_ToP_TutorialTourny,line:07341c0,Coach,Хочешь начать с азов? Это вполне разумно.
dialogue:ToP_TutorialTourny (en-US):line:0ffc41b,ToP_TutorialTourny (en-US),NEW_es_ToP_TutorialTourny,line:0ffc41b,Coach,"В каждом матче тебе предстоит решать серию головоломок. Они дадут тебе ключи, которыми ты будешь открывать двери."
dialogue:ToP_TutorialTourny (en-US):line:0a11dac,ToP_TutorialTourny (en-US),NEW_es_ToP_TutorialTourny,line:0a11dac,Coach,Но всё не так просто!!
dialogue:ToP_TutorialTourny (en-US):line:00df454,ToP_TutorialTourny (en-US),NEW_es_ToP_TutorialTourny,line:00df454,Coach,В Турнире головоломок участвуют две команды: красная и синяя.
dialogue:ToP_TutorialTourny (en-US):line:07bc3af,ToP_TutorialTourny (en-US),NEW_es_ToP_TutorialTourny,line:07bc3af,Coach,"Головоломки будут окрашены в цвет: команда «Красных» взаимодействует только с красными, а команда «Синих» — только с синими."
dialogue:ToP_TutorialTourny (en-US):line:076ee81,ToP_TutorialTourny (en-US),NEW_es_ToP_TutorialTourny,line:076ee81,Coach,"Если запомнишь это, у тебя всё получится."
dialogue:ToP_TutorialTourny (en-US):line:018355c,ToP_TutorialTourny (en-US),NEW_es_ToP_TutorialTourny,line:018355c,Coach,"Есть ещё что-то, что Йоач может тебе разъяснить сегодня?"
dialogue:ToP_Victory (en-US):ToP_Victory-Start-0,ToP_Victory (en-US),,ToP_Victory-Start-0,Coach,"Ну и ну! Пока-пока, $LASTSCHOOL! Ха-ха-ха!"
dialogue:ToP_Victory (en-US):ToP_Victory-Start-1,ToP_Victory (en-US),,ToP_Victory-Start-1,Coach,Мы это сделали... <i>мы это сделали!</i>
dialogue:ToP_Victory (en-US):ToP_Victory-Start-2,ToP_Victory (en-US),,ToP_Victory-Start-2,Coach,"Дальше — дивизион мастеров. В последний раз наша команда была такой грозной, когда я ещё был эскапистом!"
dialogue:ToP_Victory (en-US):ToP_Victory-Start-3,ToP_Victory (en-US),,ToP_Victory-Start-3,Coach,"Это серьёзно, ребята... от следующих соревнований зависит всё!"
dialogue:ToP_Victory (en-US):ToP_Victory-Start-4,ToP_Victory (en-US),,ToP_Victory-Start-4,Coach,"Это серьёзно, малыш... от следующих соревнований зависит всё!"
dialogue:ToP_Victory (en-US):ToP_Victory-Start-5,ToP_Victory (en-US),,ToP_Victory-Start-5,Coach,"Мы те, кто целился в луну, промахнулся и улетел прямо в солнце?"
dialogue:ToP_Victory (en-US):ToP_Victory-Start-6,ToP_Victory (en-US),,ToP_Victory-Start-6,Coach,Или мы легенды?! Вбитые в Памятник побегу! Снимающие автографы на местном авиасалоне!
dialogue:ToP_Victory (en-US):ToP_Victory-Start-7,ToP_Victory (en-US),,ToP_Victory-Start-7,Coach,"Когда вы дойдёте до финала, даже директор захочет вашу подпись. Мы ей покажем! Мы всем покажем!"
dialogue:ToP_Victory (en-US):ToP_Victory-Start-8,ToP_Victory (en-US),,ToP_Victory-Start-8,Coach,<i>Всем!</i>
dialogue:UNP_Intro (en-US):line:08374af,UNP_Intro (en-US),UNP_Intro (es),line:08374af,Jeb,"Опять ты! Рад, что ты уже разобрался в обстановке."
dialogue:UNP_Intro (en-US):line:0e37464,UNP_Intro (en-US),UNP_Intro (es),line:0e37464,Jeb,Ты застал меня за мелким ремонтом.
dialogue:UNP_Intro (en-US):line:0d49446,UNP_Intro (en-US),UNP_Intro (es),line:0d49446,Jeb,"Это особая комната, спроектированная покойным Илом Барнсом — величайшим эскапистом, когда-либо ступившим на эти пороги!"
dialogue:UNP_Intro (en-US):line:0129728,UNP_Intro (en-US),UNP_Intro (es),line:0129728,Jeb,Она предназначена только для самых продвинутых студентов Академии. Не зря же её называют «Трещотка»!
dialogue:UNP_Intro (en-US):line:01ad6e9,UNP_Intro (en-US),UNP_Intro (es),line:01ad6e9,Jeb,"Мне нужно подняться в наблюдательную, взять ещё скотча."
dialogue:UNP_Intro (en-US):line:0a98903,UNP_Intro (en-US),UNP_Intro (es),line:0a98903,Jeb,"Не мог бы ты проверить тот водосток, пока меня нет? Я отключил комнату, так что всё безопасно. Вернусь через секунду!"
dialogue:UNP_Outro (en-US):line:04e65e5,UNP_Outro (en-US),UNP_Outro (es),line:04e65e5,Jeb,"Чёрт побери, ты справился! Я уж думал, придётся тебя оттуда вылавливать!"
dialogue:UNP_Outro (en-US):line:04b2f8c,UNP_Outro (en-US),UNP_Outro (es),line:04b2f8c,Jeb,"Кто бы мог подумать, что немного воды может так напрягать?!"
dialogue:UNP_Outro (en-US):line:09195c4,UNP_Outro (en-US),UNP_Outro (es),line:09195c4,Jeb,"Похоже, в стрессовых ситуациях важно сохранять концентрацию."
dialogue:UNP_Outro (en-US):line:0de40f0,UNP_Outro (en-US),UNP_Outro (es),line:0de40f0,Jeb,"Эй... я что, только что чему-то тебя научил? Может, мне стоит стать учителем!"
dialogue:UNP_Outro (en-US):line:061df5b,UNP_Outro (en-US),UNP_Outro (es),line:061df5b,Jeb,Профессор Джебсон... звучит солидно!
dialogue:USB_Intro (en-US):line:095044f,USB_Intro (en-US),USB_Intro (es),line:095044f,Coach,"Бламми! Ну что, раз уж я привлёк твоё внимание..."
dialogue:USB_Intro (en-US):line:0376e21,USB_Intro (en-US),USB_Intro (es),line:0376e21,Coach,"Ладно!! Слушайте сюда, загадочники!"
dialogue:USB_Intro (en-US):line:0a85673,USB_Intro (en-US),USB_Intro (es),line:0a85673,Coach,"Ладно, я тут не молодею — собирайтесь!"
dialogue:USB_Intro (en-US):line:011f7f1,USB_Intro (en-US),USB_Intro (es),line:011f7f1,Coach,Сегодня большой день!! Время турнира!
dialogue:USB_Intro (en-US):line:0997d64,USB_Intro (en-US),USB_Intro (es),line:0997d64,Coach,Собирайтесь вокруг Йоаха!
dialogue:USB_Intro (en-US):line:040722c,USB_Intro (en-US),USB_Intro (es),line:040722c,Coach,Пора для предстартовой мотивации!
dialogue:USB_Intro (en-US):line:06087df,USB_Intro (en-US),USB_Intro (es),line:06087df,Coach,"Собирайтесь, ребята!"
dialogue:USB_Intro (en-US):line:0208733,USB_Intro (en-US),USB_Intro (es),line:0208733,Coach,Все замолчали! Я пытаюсь вас тренировать!
dialogue:USB_Intro (en-US):line:09d2f2a,USB_Intro (en-US),USB_Intro (es),line:09d2f2a,Coach,"Пора показать, на что вы способны!"
dialogue:USB_Intro (en-US):line:09bbfe5,USB_Intro (en-US),USB_Intro (es),line:09bbfe5,Coach,Ура! Сегодня день игры!
dialogue:USB_Intro (en-US):line:08b0c18,USB_Intro (en-US),USB_Intro (es),line:08b0c18,Coach,Держитесь крепче... Мы направляемся в Хаканнери!
dialogue:USB_Intro (en-US):line:086f84b,USB_Intro (en-US),USB_Intro (es),line:086f84b,Coach,"Надеюсь, вы взяли дождевики для поездки в Хаканнери... потому что сегодня мы будем лить воду!"
dialogue:USB_Intro (en-US):line:0a1d85a,USB_Intro (en-US),USB_Intro (es),line:0a1d85a,Coach,"После закрытия рыбного завода это место переоборудовали в Хаканнери — хакерскую базу h3rring. Лично я считаю, что оно лучше подходит для молодёжного спорта."
dialogue:USB_Intro (en-US):line:0743e64,USB_Intro (en-US),USB_Intro (es),line:0743e64,Coach,"Лучше обновите операционную систему... вам понадобится серьёзная вычислительная мощность, чтобы пройти Хаканнери!"
dialogue:USB_Intro (en-US):line:029a291,USB_Intro (en-US),USB_Intro (es),line:029a291,Coach,"Будь то филе или файрволы, в Хаканнери всегда что-то нечисто."
dialogue:USB_Intro (en-US):line:0dc10f9,USB_Intro (en-US),USB_Intro (es),line:0dc10f9,Coach,Так что если не можете взломать... убирайтесь из моего раздевалки!
dialogue:USB_Intro (en-US):line:013353a,USB_Intro (en-US),USB_Intro (es),line:013353a,Coach,И помните: дай человеку загадку — он решит её на день. Научи человека решать загадки — он будет решать их всю жизнь.
dialogue:USB_Intro (en-US):line:0c98625,USB_Intro (en-US),USB_Intro (es),line:0c98625,Coach,"И имейте в виду: в этом здании ничего не соответствует нормам. Так что смотрите, куда ступаете!"
dialogue:USB_Intro (en-US):line:05785a2,USB_Intro (en-US),USB_Intro (es),line:05785a2,Coach,"И не забывай: если слишком долго смотреть в экраны, сожжёшь себе сетчатку!"
dialogue:USB_Intro (en-US):line:021f3d9,USB_Intro (en-US),USB_Intro (es),line:021f3d9,Coach,"И помни: компьютерные чипы <i>не</i> такие же, как картофельные. Так что не пытайся их есть!"
dialogue:YUM_BadFood (en-US):line:0700ad2,YUM_BadFood (en-US),NEW_es_YUM_BadFood,line:0700ad2,Guy,"Ммф... Этот вкус. Он... ну, он..."
dialogue:YUM_BadFood (en-US):line:0d773d5,YUM_BadFood (en-US),NEW_es_YUM_BadFood,line:0d773d5,Mads,На вкус как старое моторное масло.
dialogue:YUM_BadFood (en-US):line:07f4783,YUM_BadFood (en-US),NEW_es_YUM_BadFood,line:07f4783,Horatio,Это оскорбление! Оскорбление еде и оскорбление мне — вот что это такое!
dialogue:YUM_BadFood (en-US):line:02d1f36,YUM_BadFood (en-US),NEW_es_YUM_BadFood,line:02d1f36,Horatio,Уберите это!
dialogue:YUM_Course1Salad (en-US):line:03dbbb9,YUM_Course1Salad (en-US),NEW_es_YUM_Course1Salad,line:03dbbb9,Mads,Я обычно ненавижу салаты... но этот довольно вкусный.
dialogue:YUM_Course1Salad (en-US):line:0f1a780,YUM_Course1Salad (en-US),NEW_es_YUM_Course1Salad,line:0f1a780,Guy,"И такой свежий! Где вы берёте ингредиенты, шеф-повар?"
dialogue:YUM_Course1Salad (en-US):line:061c032,YUM_Course1Salad (en-US),NEW_es_YUM_Course1Salad,line:061c032,Chef,"Ну, я..."
dialogue:YUM_Course1Salad (en-US):line:02602a7,YUM_Course1Salad (en-US),NEW_es_YUM_Course1Salad,line:02602a7,Horatio,"Думаю, ничего... но судить о трапезе по салату — не стоит!"
dialogue:YUM_Course1Salad (en-US):line:07e8752,YUM_Course1Salad (en-US),NEW_es_YUM_Course1Salad,line:07e8752,Horatio,Всё дело в супе-сопровождении!
dialogue:YUM_Course2Soup (en-US):line:0c1acd7,YUM_Course2Soup (en-US),NEW_es_YUM_Course2Soup,line:0c1acd7,Guy,"Батюшки! Это лучший суп, который я когда-либо пробовал."
dialogue:YUM_Course2Soup (en-US):line:0ea619c,YUM_Course2Soup (en-US),NEW_es_YUM_Course2Soup,line:0ea619c,Chef,"Ну, похоже, они следовали моему рецепту. Что вы об этом думаете, директор?"
dialogue:YUM_Course2Soup (en-US):line:09a106c,YUM_Course2Soup (en-US),NEW_es_YUM_Course2Soup,line:09a106c,Horatio,"Не знаю, я обжёг язык на первом глотке. Давайте подадим бургеры!!"
dialogue:YUM_Course2Soup (en-US):line:0dd9e7c,YUM_Course2Soup (en-US),NEW_es_YUM_Course2Soup,line:0dd9e7c,Mads,Уф. Сколько ещё будет блюд...?
dialogue:YUM_Course3Burgers_Poison (en-US):line:03e37b5,YUM_Course3Burgers_Poison (en-US),NEW_es_YUM_Course3Burgers_Poison,line:03e37b5,Horatio,"Мм-м. Что я вам говорил? Дети — отличные повара. Это лучший обеденный бургер, который я ел за последние месяцы."
dialogue:YUM_Course3Burgers_Poison (en-US):line:0f72f21,YUM_Course3Burgers_Poison (en-US),NEW_es_YUM_Course3Burgers_Poison,line:0f72f21,Horatio,"Хотя... в нём есть что-то... странное. Может, грибы? Нет, грибов там не было..."
dialogue:YUM_Course3Burgers_Poison (en-US):line:04a2887,YUM_Course3Burgers_Poison (en-US),NEW_es_YUM_Course3Burgers_Poison,line:04a2887,Horatio,Ох-хох... мне... плохо...
dialogue:YUM_Course3Burgers_Poison (en-US):line:0329488,YUM_Course3Burgers_Poison (en-US),NEW_es_YUM_Course3Burgers_Poison,line:0329488,Guy,Мне тоже... что-то не так... урр...
dialogue:YUM_Course3Burgers_Poison (en-US):line:0ddd5ca,YUM_Course3Burgers_Poison (en-US),NEW_es_YUM_Course3Burgers_Poison,line:0ddd5ca,Chef,Мне... нехорошо... урр...
dialogue:YUM_Course3Burgers_Poison (en-US):line:0ebbee9,YUM_Course3Burgers_Poison (en-US),NEW_es_YUM_Course3Burgers_Poison,line:0ebbee9,Mads,Я даже не хотела на этот обед приходить..! Блюрг...
dialogue:YUM_Course3Burgers_Poison (en-US):line:01c110f,YUM_Course3Burgers_Poison (en-US),NEW_es_YUM_Course3Burgers_Poison,line:01c110f,YoungEel,"Эм, Сэнди..? Ты не забыла прожарить мясо, правда?"
dialogue:YUM_Course3Burgers_Poison (en-US):line:0e4dd33,YUM_Course3Burgers_Poison (en-US),NEW_es_YUM_Course3Burgers_Poison,line:0e4dd33,YoungSandy,"Не думаю, что это отравление едой... Я думаю, это <i>яд</i>!"
dialogue:YUM_Course3Burgers_Poison (en-US):line:0e9227c,YUM_Course3Burgers_Poison (en-US),NEW_es_YUM_Course3Burgers_Poison,line:0e9227c,Chef,Бларгх!!
dialogue:YUM_Course3Burgers_Poison (en-US):line:0de378d,YUM_Course3Burgers_Poison (en-US),NEW_es_YUM_Course3Burgers_Poison,line:0de378d,YoungEel,"Да. Кажется, ты права, Сэнди. Нам лучше быстро приготовить антидот."
dialogue:YUM_Intro (en-US):line:026cfd5,YUM_Intro (en-US),NEW_es_YUM_Intro,line:026cfd5,Chef,"Добро пожаловать в «Кулинарное искусство 101». Все помыли руки, верно? И вытерли ноги? В таком порядке?"
dialogue:YUM_Intro (en-US):line:0022e5a,YUM_Intro (en-US),NEW_es_YUM_Intro,line:0022e5a,YoungEel,Чисто. Ладони и подошвы.
dialogue:YUM_Intro (en-US):line:066537f,YUM_Intro (en-US),NEW_es_YUM_Intro,line:066537f,Chef,"Отлично. Сегодня официально начинается ваше путешествие в мир эскапистской кухни. У всего есть свой порядок, и нарушать его нельзя!"
dialogue:YUM_Intro (en-US):line:0dec4d4,YUM_Intro (en-US),NEW_es_YUM_Intro,line:0dec4d4,Chef,"До того, как вы будете готовы взять в руки мой запатентованный Китч-Трон 3000, вам ещё далеко, но на сегодня..."
dialogue:YUM_Intro (en-US):line:0fadc52,YUM_Intro (en-US),NEW_es_YUM_Intro,line:0fadc52,Horatio,Профессор Кэллион! Повар Кэллион? Я никогда не помню. Неважно! У меня для вас сюрприз!
dialogue:YUM_Intro (en-US):line:080e20d,YUM_Intro (en-US),NEW_es_YUM_Intro,line:080e20d,Chef,Директор Виндзор! Вы... рано. Ваш обеденный бургер заказан ещё на сорок минут. Придётся начинать сразу.
dialogue:YUM_Intro (en-US):line:0a7edb2,YUM_Intro (en-US),NEW_es_YUM_Intro,line:0a7edb2,Horatio,"Снимите груз с плеч, повар. Готовить будет не <i>вы</i>!"
dialogue:YUM_Intro (en-US):line:0251a5b,YUM_Intro (en-US),NEW_es_YUM_Intro,line:0251a5b,Chef,"Что...?! Но только я знаю, как здесь всё устроено. Это моя кухня. Если я не стою у гриля... то кто же?!"
dialogue:YUM_Intro (en-US):line:0e219d9,YUM_Intro (en-US),NEW_es_YUM_Intro,line:0e219d9,YoungSandy,О-о.
dialogue:YUM_Intro (en-US):line:00785ff,YUM_Intro (en-US),NEW_es_YUM_Intro,line:00785ff,Horatio,Вот именно! И сегодня бургеры будут есть не только я.
dialogue:YUM_Intro (en-US):line:0914e14,YUM_Intro (en-US),NEW_es_YUM_Intro,line:0914e14,Mads,"Здравствуйте, Стюарт..."
dialogue:YUM_Intro (en-US):line:09928c5,YUM_Intro (en-US),NEW_es_YUM_Intro,line:09928c5,Guy,"Простите за это, повар."
dialogue:YUM_Intro (en-US):line:032147d,YUM_Intro (en-US),NEW_es_YUM_Intro,line:032147d,Horatio,Добро пожаловать на ещё одну из моих знаменитых сюрпризов! Легендарный осенний обед преподавателей!
dialogue:YUM_Intro (en-US):line:0a4e605,YUM_Intro (en-US),NEW_es_YUM_Intro,line:0a4e605,Chef,"Сегодня?! Я думал, это всегда в последнюю неделю семестра!"
dialogue:YUM_Intro (en-US):line:052f17f,YUM_Intro (en-US),NEW_es_YUM_Intro,line:052f17f,Horatio,Больше нет!!
dialogue:YUM_Intro (en-US):line:04b783d,YUM_Intro (en-US),NEW_es_YUM_Intro,line:04b783d,Horatio,"Ну что, за работу! Директор проголодался!"
dialogue:YUM_Outro (en-US):line:0eed68f,YUM_Outro (en-US),NEW_es_YUM_Outro,line:0eed68f,Horatio,Уф... Я чувствую себя как утром после порции рубленого мяса...
dialogue:YUM_Outro (en-US):line:03c9f0b,YUM_Outro (en-US),NEW_es_YUM_Outro,line:03c9f0b,Horatio,Мне... нужно отойти в кабинет.
dialogue:YUM_Outro (en-US):line:0aca907,YUM_Outro (en-US),NEW_es_YUM_Outro,line:0aca907,Guy,Я беру выходной...
dialogue:YUM_Outro (en-US):line:0d85b81,YUM_Outro (en-US),NEW_es_YUM_Outro,line:0d85b81,Mads,"Не могу поверить, что снова потеряла целый вечер работы..."
dialogue:YUM_Outro (en-US):line:0956ef5,YUM_Outro (en-US),NEW_es_YUM_Outro,line:0956ef5,Chef,Я просто сяду...
dialogue:YUM_Outro (en-US):line:056c206,YUM_Outro (en-US),NEW_es_YUM_Outro,line:056c206,Chef,"Мне так стыдно, что я не могу в это поверить. Я всегда так тщательно храню яд отдельно от специй."
dialogue:YUM_Outro (en-US):line:02f87f7,YUM_Outro (en-US),NEW_es_YUM_Outro,line:02f87f7,Chef,"Надеюсь, вы не вините себя. Вот почему нельзя позволять другим готовить на своей кухне..."
dialogue:YUM_Outro (en-US):line:0a428a4,YUM_Outro (en-US),NEW_es_YUM_Outro,line:0a428a4,YoungSandy,"Не переживайте, повар. С этого момента я с удовольствием оставлю готовку вам."
dialogue:YUM_Outro (en-US):line:0e66ec7,YUM_Outro (en-US),NEW_es_YUM_Outro,line:0e66ec7,YoungEel,А я просто возьму свой яд отдельно.
dialogue:YUM_Outro (en-US):line:09497c2,YUM_Outro (en-US),NEW_es_YUM_Outro,line:09497c2,Chef,"Обещаю, я всё тщательно вымою, прежде чем готовить что-нибудь для студентов."
dialogue:YUM_Outro (en-US):line:0bb8e64,YUM_Outro (en-US),NEW_es_YUM_Outro,line:0bb8e64,Chef,"Сразу после того, как я... отосплюсь."
dialogue:MG_Ch3_Eel_UNP (en-US):line:07b4ba3,MG_Ch3_Eel_UNP (en-US),,line:07b4ba3,Eel,"Чёрт... Похоже, с тех пор как меня не было, за этим местом никто не ухаживал."
dialogue:MG_Ch3_Eel_UNP (en-US):line:0ed37ef,MG_Ch3_Eel_UNP (en-US),,line:0ed37ef,Eel,"Не могу поверить, что они решили, будто Джеб справится с опасностями, которые я втиснул в это место."
dialogue:MG_Ch3_Eel_UNP (en-US):line:041f9d6,MG_Ch3_Eel_UNP (en-US),,line:041f9d6,Eel,"Поручить комнату человеку, который даже головоломки не может пройти? Ну да ладно."
dialogue:MG_Ch3_Eel_UNP (en-US):line:004096b,MG_Ch3_Eel_UNP (en-US),,line:004096b,Eel,"И что вообще за его вещи на третьем этаже? Он там что, жил?"
dialogue:ToP_Defeat (en-US):ToP_Defeat-Start-0,ToP_Defeat (en-US),,ToP_Defeat-Start-0,Coach,Ребята! Мы же не об этом договаривались! Мы должны были победить!
dialogue:ToP_Defeat (en-US):ToP_Defeat-Start-1,ToP_Defeat (en-US),,ToP_Defeat-Start-1,Coach,Ребёнок! Мы же не об этом договаривались! Мы должны были победить!
dialogue:ToP_Defeat (en-US):ToP_Defeat-Start-2,ToP_Defeat (en-US),,ToP_Defeat-Start-2,Coach,"О боже, я уже чувствую, как переписывают мой некролог! «Бывший великий Пазл <i>провалился как тренер!!</i>»"
dialogue:ToP_Defeat (en-US):ToP_Defeat-Start-3,ToP_Defeat (en-US),,ToP_Defeat-Start-3,Coach,Ты должен помочь мне вернуть себе лидерство — вернуть всю школу на вершину!
dialogue:ToP_Defeat (en-US):ToP_Defeat-Start-4,ToP_Defeat (en-US),,ToP_Defeat-Start-4,Coach,Так что возвращайтесь туда и реабилитируйтесь!!!
dialogue:ToP_Defeat (en-US):ToP_Defeat-Start-5,ToP_Defeat (en-US),,ToP_Defeat-Start-5,Coach,Так что возвращайся туда и реабилитируйся!!!
dialogue:MG_Ch2_Quanty_LAB (en-US):line:0c1c3a1,MG_Ch2_Quanty_LAB (en-US),,line:0c1c3a1,Quanty,Приветствую. Ваши недавние результаты заставили меня скорректировать алгоритм оценки. Прямо сейчас я пересматриваю успеваемость студентов.
dialogue:MG_Ch2_Quanty_LAB (en-US):line:06b4eaa,MG_Ch2_Quanty_LAB (en-US),,line:06b4eaa,Quanty,"Моя директива — создать среду, в которой будут воспитываться лучшие эскаписты."
dialogue:MG_Ch2_Quanty_LAB (en-US):line:08a6405,MG_Ch2_Quanty_LAB (en-US),,line:08a6405,Quanty,"У меня есть несколько идей, как повысить нашу эффективность."
dialogue:MG_Ch2_Quanty_LAB (en-US):line:0622bee,MG_Ch2_Quanty_LAB (en-US),,line:0622bee,Quanty,"Например, вечера сплочения преподавательского состава для повышения уровня серотонина."
dialogue:MG_Ch2_Quanty_LAB (en-US):line:0afc3eb,MG_Ch2_Quanty_LAB (en-US),,line:0afc3eb,Quanty,Увеличение напора воды в душевых общежития.
dialogue:MG_Ch2_Quanty_LAB (en-US):line:067c9fb,MG_Ch2_Quanty_LAB (en-US),,line:067c9fb,Quanty,"Обязательные симуляторы страданий, чтобы отсеять слабых."
dialogue:MG_Ch2_Quanty_LAB (en-US):line:0d3c106,MG_Ch2_Quanty_LAB (en-US),,line:0d3c106,Quanty,И тому подобное.
dialogue:FB_MG_7 (en-US):line:084dc00,FB_MG_7 (en-US),,line:084dc00,Horatio,Ребята! Я сейчас не могу говорить!
dialogue:FB_MG_7 (en-US):line:0674675,FB_MG_7 (en-US),,line:0674675,Horatio,"Нам придётся <i>перенести</i> нашу встречу по поводу <i>академического эскапатона</i>, о котором вы спрашивали."
dialogue:FB_MG_7 (en-US):line:0128ebf,FB_MG_7 (en-US),,line:0128ebf,Horatio,"Лучше пока не углубляться в эту тему, пока она не будет <i>тщательно расследована</i>."
dialogue:FB_MG_7 (en-US):line:01e3f6a,FB_MG_7 (en-US),,line:01e3f6a,Horatio,А теперь марш отсюда!!
dialogue:Gen_8 (en-US):line:0492f04,Gen_8 (en-US),,line:0492f04,Headmaster,"Вы закончили первый курс в Академии — а значит, пора на летние каникулы!"
dialogue:Gen_8 (en-US):line:0160918,Gen_8 (en-US),,line:0160918,Headmaster,"Но можете остаться и поностальгировать о былых днях, сколько угодно."
